B,4,4,1,4,1,4,1,255,255,255,255,255,92,4,1,1,4,4,4,4,3,97,69,255,255,255,48,255,255,2,2,2,5,2,4,6,1,255,162,255,255,48,255,255,48,5,5,1,4,2,6,4,1,255,255,255,67,248,255,255,255,3,2,6,1,2,4,1,255,255,92,255,255,255,159,74,235,3,2,2,6,5,2,3,255,255,222,67,255,255,48,255,4,6,5,1,5,4,1,48,177,255,139,255,55,48,48,255,5,1,2,2,2,4,4,255,255,255,55,255,48,255,74,48,70,2,2,1,6,4,227,255,255,48,255,255,255,255,48,65,48,9,2,2,2,2,255,139,255,255,255,48,255,255,255,255,48,1,1,3,1,1,69,69,255,255,255,255,255,255,48,48,48,1,1,1,1,1,69,255,255,255,255,255,48,255,159,74,43,6,3,1,4,1,232,255,255,255,255,255,255,255,62,22,4,6,2,2,6,6,0,69,255,185,199,192,255,255,255,1,2,6,6,2,3,2,75,255,255,255,255,244,255,255,48,2,0,19,2,2,0,3,223,3,125,69,69,43,234,255,2,34,48,48,2,2
A,0,0,0,0,8,6,0,0,6,0,1,10,20,0,1,0,0,0,0,1,193,6,255,255,128,255,255,5,21,0,1,3,0,0,0,255,255,255,255,255,255,255,176,0,33,0,1,7,0,1,14,14,255,255,255,255,255,255,128,10,20,4,255,255,0,0,6,224,255,60,255,128,156,255,255,9,20,239,239,128,6,0,138,138,255,255,255,164,255,255,255,33,195,128,128,33,6,2,255,128,195,255,255,162,255,128,255,16,128,128,33,33,1,1,255,255,255,223,144,140,255,128,128,255,128,91,3,9,0,27,6,255,255,255,255,172,255,255,255,211,243,7,33,9,0,0,6,6,219,140,255,255,255,148,255,128,59,19,0,11,2,9,255,255,255,255,255,255,128,128,176,255,20,27,9,26,6,1,224,255,255,255,255,227,156,255,255,2,32,28,9,33,1,0,91,37,91,243,255,144,172,144,4,5,1,7,9,10,6,0,255,45,6,255,255,195,255,1,9,5,1,9,9,9,99,0,1,185,6,123,162,255,192,9,33,15,0,9,9,9,6,4,6,14,169,6,6,255,7,33,15,0,1,7,33,8
C,0,0,0,0,2,3,255,255,255,255,255,104,104,255,170,104,3,0,3,4,9,255,255,255,104,255,255,104,208,255,255,104,4,4,4,4,4,255,255,255,255,255,255,3,10,104,19,5,3,3,3,4,9,255,255,255,104,255,1,11,11,3,0,11,11,4,4,11,93,255,255,255,255,255,11,11,11,3,4,11,4,4,4,255,255,255,255,104,255,189,11,8,11,3,0,4,5,11,4,255,255,255,255,255,255,255,11,11,11,3,7,255,4,4,4,255,255,255,104,255,255,255,19,41,8,104,104,104,4,4,19,255,255,104,104,132,255,255,255,19,11,104,104,104,11,4,255,255,255,104,104,255,255,255,113,255,104,104,255,3,3,4,255,255,104,255,104,255,255,255,255,104,13,113,5,4,4,255,255,255,104,255,189,255,255,255,104,255,104,18,7,11,4,152,255,255,13,104,255,255,63,255,255,255,0,4,7,11,132,255,255,104,255,104,189,255,255,255,255,13,1,11,4,4,63,255,104,104,104,255,255,255,255,189,19,19,0,11,4,0,19,255,255,255,104,255,255,255,211,3,20,11,0,2,3,9
Y,3,1,1,1,1,3,3,3,3,3,3,3,6,3,3,12,0,255,3,3,1,1,3,2,3,3,9,2,3,3,114,32,2,255,255,1,1,1,3,3,3,10,3,3,3,2,0,78,1,69,255,0,1,3,1,1,3,66,69,3,3,3,0,255,1,1,254,255,3,3,3,69,255,255,92,4,3,4,255,69,2,1,65,255,14,73,69,255,69,174,255,52,3,69,69,69,3,1,3,255,255,255,69,104,255,255,69,149,3,69,69,15,1,3,3,255,69,255,140,69,255,69,69,232,255,69,69,3,1,1,1,10,255,255,69,69,255,160,69,69,69,69,7,3,1,3,1,1,255,69,69,69,69,69,69,13,69,69,3,3,2,1,3,3,255,255,255,91,69,216,69,69,69,3,13,3,1,1,3,1,9,255,255,99,255,69,69,69,69,3,3,3,1,1,1,3,3,255,255,255,255,69,255,255,3,3,3,3,3,1,1,1,2,69,255,91,255,69,69,12,3,3,96,14,3,2,1,3,3,69,204,255,69,69,69,3,3,22,22,20,3,1,1,3,3,255,255,69,255,69,69,3,3,22,255,135
C,0,1,0,1,37,210,229,179,179,179,179,179,231,237,179,4,5,6,7,15,213,212,179,255,179,255,212,222,232,255,110,4,8,9,22,9,179,183,179,255,255,179,179,179,228,10,22,0,8,6,13,8,179,182,242,179,255,179,9,13,15,22,22,5,8,18,10,203,255,255,208,179,255,78,10,22,12,22,22,1,8,17,10,14,255,250,212,255,255,12,22,9,19,22,22,9,7,5,7,255,255,255,179,255,222,6,9,13,22,12,22,5,6,5,250,255,255,193,247,255,255,13,22,21,22,22,58,1,8,19,255,212,193,255,255,255,255,9,9,21,22,183,179,179,7,8,255,255,255,212,198,179,255,3,9,21,56,179,179,179,9,184,255,255,201,188,255,179,255,255,9,89,255,179,179,180,5,14,255,179,179,179,255,255,255,231,179,179,186,184,179,6,9,182,180,255,239,255,255,255,179,202,179,179,179,179,2,22,56,255,255,233,179,255,255,255,241,179,179,179,203,13,10,9,255,255,255,255,179,255,90,255,255,179,255,179,37,3,7,10,255,255,179,179,255,255,255,255,241,255,255,179,14,11,7,9
C,0,0,0,0,0,10,255,186,255,1,10,10,7,10,10,10,0,3,0,141,8,255,255,255,255,255,255,255,3,10,3,10,0,1,3,255,8,155,255,141,255,255,255,141,255,10,3,8,1,0,8,8,255,255,141,255,255,255,255,10,2,10,3,10,3,8,255,139,255,255,255,255,255,255,255,0,3,10,10,5,8,255,8,141,16,255,255,255,255,255,255,10,3,10,5,8,8,8,255,255,255,255,8,255,255,255,255,10,3,10,10,8,255,8,255,8,255,8,255,255,255,255,187,10,3,4,10,8,8,8,255,8,8,255,255,255,255,255,255,10,194,255,9,255,8,8,8,8,8,8,255,255,18,18,255,3,141,141,255,8,8,8,255,8,255,255,47,6,255,141,141,255,255,152,255,255,255,8,232,255,8,255,3,184,255,141,141,141,141,244,255,0,255,8,255,255,255,0,7,18,255,18,141,255,202,152,3,8,8,255,255,8,8,255,47,255,255,255,187,141,255,10,8,8,255,93,8,8,8,8,8,223,8,255,255,255,3,1,3,0,8,8,8,8,8,255,47,255,77,8,255,3,3,4,3,5
Y,1,1,2,1,255,238,1,3,1,3,1,1,0,1,15,13,0,1,1,69,69,203,3,3,3,3,3,3,1,16,128,104,1,1,3,255,255,3,3,2,3,3,3,3,3,1,159,0,3,3,2,255,255,13,3,3,3,3,3,3,1,1,1,255,1,2,22,255,255,13,232,255,255,69,255,255,255,255,69,235,1,9,27,255,255,255,255,255,255,255,255,255,255,255,69,51,1,1,61,255,255,255,255,255,255,69,255,69,69,69,156,3,3,1,182,255,255,255,255,69,232,69,69,69,69,69,255,21,3,3,11,253,255,186,255,255,255,232,69,69,69,69,22,11,1,3,6,139,69,69,255,255,255,69,69,69,69,20,8,3,3,2,3,69,255,69,69,185,255,69,139,255,5,5,8,3,3,3,3,84,69,209,69,69,69,92,255,15,3,3,3,3,1,3,3,90,69,69,255,69,255,92,67,3,3,3,3,3,6,2,116,255,69,69,69,69,69,255,19,3,3,3,13,7,3,8,134,69,255,69,69,50,145,22,255,3,3,22,22,13,3,10,6,13,34,255,255,69,170,14,4,22,223,14,9,13
A,5,1,13,15,15,15,15,15,15,25,15,14,25,19,25,20,0,1,4,12,15,15,25,160,25,15,211,211,211,2,25,25,9,11,12,17,168,211,211,255,197,25,214,255,22,11,25,15,15,7,8,129,229,244,211,222,255,211,255,255,25,23,15,24,13,8,211,211,211,251,211,206,211,215,255,25,25,22,16,25,211,211,167,8,255,211,245,244,211,244,255,25,25,25,25,25,59,35,8,211,237,211,211,211,211,211,255,23,25,25,25,25,8,211,8,179,211,211,211,255,222,255,255,0,25,25,25,25,8,203,211,8,211,211,211,248,255,255,17,0,9,25,24,19,93,8,8,211,140,211,217,237,255,255,25,0,15,25,25,20,6,167,8,211,211,221,211,229,255,131,20,42,19,15,15,25,8,8,8,146,211,211,211,241,255,12,11,5,17,24,25,18,149,211,250,8,8,211,255,255,211,19,6,0,22,15,21,18,174,8,8,211,211,243,211,51,243,25,25,22,16,25,25,23,160,14,8,211,211,211,211,57,23,25,8,8,15,25,25,12,211,211,59,211,211,255,8,211,25,20,25,8,21,25,20,23
A,2,1,7,2,6,7,4,19,7,19,5,19,0,6,19,7,1,7,6,7,13,16,255,15,255,255,255,255,0,9,19,19,2,0,3,7,3,7,255,255,165,75,120,255,0,17,255,0,7,2,4,19,255,255,255,255,255,255,255,75,15,255,75,12,1,2,7,12,255,255,255,255,165,255,188,255,75,255,188,19,0,1,6,255,255,255,255,165,255,75,255,75,75,75,120,19,11,2,19,255,255,255,255,255,255,75,165,75,255,75,7,19,1,2,7,188,255,255,143,255,165,255,75,75,165,75,19,19,2,0,7,255,196,143,255,75,75,75,255,0,75,75,12,19,7,6,6,255,255,75,255,75,255,255,143,75,75,210,19,9,1,2,19,255,255,188,255,255,143,75,188,255,255,71,14,7,0,1,4,255,255,255,255,75,6,75,255,75,165,7,19,19,0,1,12,255,19,226,255,255,165,75,165,75,255,13,19,13,0,2,5,255,255,255,255,255,75,233,75,75,115,13,13,15,188,2,78,19,255,255,196,255,188,165,75,255,3,0,9,7,2,3,0,137,255,255,255,255,255,143,255,255,19,5,3,19
Y,0,0,40,0,0,1,0,0,2,2,8,8,8,255,46,195,0,0,255,79,6,0,0,2,5,8,3,7,7,71,6,78,0,0,255,255,0,0,0,12,2,255,0,8,7,7,8,131,0,1,255,255,2,0,7,2,2,7,7,3,3,1,8,8,0,0,255,255,1,0,8,0,3,3,8,8,8,7,8,3,0,0,123,255,0,0,2,0,6,255,3,6,6,91,255,8,0,0,255,255,0,82,255,255,71,71,209,7,114,71,71,6,0,0,94,255,128,255,255,160,255,255,71,45,255,71,6,8,0,0,255,212,255,255,255,160,128,128,71,71,71,9,85,4,0,0,255,255,251,255,243,243,255,71,71,71,71,1,8,1,0,1,152,255,21,255,71,229,71,71,71,71,71,3,8,8,1,1,255,255,255,255,71,71,71,71,71,71,71,1,8,8,0,0,255,255,255,71,71,71,71,71,71,71,0,0,3,2,0,0,152,255,255,255,255,151,71,71,255,71,1,1,2,3,0,0,197,251,255,255,71,117,71,255,71,4,1,7,3,2,0,0,5,0,255,255,255,255,128,71,255,134,1,182,8,4
Y,0,0,255,1,1,0,1,3,3,1,0,1,0,0,0,0,1,19,255,3,2,3,3,3,2,1,1,1,0,0,0,0,1,1,255,255,2,3,3,3,3,2,3,1,1,1,3,0,1,3,255,255,3,3,3,3,3,3,9,3,3,3,3,72,1,1,4,255,255,2,69,69,160,69,75,255,253,1,70,96,1,1,3,255,255,4,255,69,214,69,255,255,255,0,255,255,3,1,3,255,244,255,255,255,255,240,84,255,69,156,69,69,3,2,3,68,193,255,69,69,69,255,69,69,255,179,69,88,2,1,2,4,255,255,139,69,69,69,69,69,69,69,69,3,3,3,3,13,255,69,255,255,214,69,69,69,69,69,6,3,3,3,1,3,168,216,255,69,69,69,69,69,69,8,3,13,2,3,3,3,69,255,69,255,69,69,69,69,4,4,3,3,3,3,3,3,255,69,69,69,69,69,69,5,3,11,3,3,2,3,3,3,13,69,69,69,87,69,69,3,3,3,3,13,1,3,3,22,244,69,232,69,69,176,3,3,3,3,3,3,3,3,3,13,185,69,69,69,69,69,13,3,3,3,22,13
A,0,0,0,1,0,0,1,9,11,5,0,15,0,0,9,255,1,0,0,1,204,26,154,30,17,33,0,1,33,33,9,255,0,7,4,55,255,255,255,9,9,33,2,25,33,33,17,255,0,95,6,6,255,255,237,29,9,15,255,9,33,9,33,16,6,200,228,255,128,255,255,2,28,255,241,33,32,33,18,6,6,6,255,255,128,128,138,3,201,255,138,9,29,33,33,9,255,6,119,140,255,243,191,33,255,128,1,9,9,2,1,0,6,255,10,255,255,255,255,1,128,73,5,2,2,9,0,0,255,6,126,255,128,255,128,255,128,32,5,33,33,9,33,21,29,255,6,232,140,186,128,255,255,6,33,11,11,9,9,9,216,255,255,255,255,128,255,235,255,0,31,9,33,9,9,9,60,200,255,255,255,191,128,128,53,14,33,14,33,9,9,12,255,255,255,255,128,128,128,255,2,29,9,9,33,16,9,135,255,255,173,255,91,172,255,25,255,25,9,9,25,9,25,33,181,255,255,255,255,255,255,19,255,21,9,6,9,12,1,14,189,255,189,255,255,255,25,7,255,1,9,0,20,3,12,5
A,5,3,2,4,7,255,255,255,7,19,19,12,4,6,12,10,13,2,2,5,255,255,131,255,255,199,19,3,19,16,16,19,0,1,8,9,63,255,255,255,255,255,255,0,9,9,19,16,1,1,0,19,240,255,255,244,255,255,255,165,8,19,8,18,2,0,1,41,255,255,255,255,255,81,255,255,19,11,14,9,2,19,7,19,255,255,255,255,255,109,255,9,7,7,15,19,5,3,203,255,255,255,255,255,236,255,91,0,19,7,7,15,2,2,19,82,255,75,255,141,255,75,125,0,7,7,7,8,7,5,255,255,255,255,157,75,255,75,255,0,7,232,255,8,11,19,54,255,255,255,255,75,255,75,0,1,255,102,255,255,7,19,255,255,19,180,255,75,75,75,255,255,255,75,75,75,19,19,255,255,255,255,91,255,255,255,255,255,255,255,75,75,19,19,19,255,255,255,91,255,255,86,255,255,102,3,2,5,19,121,255,23,255,255,255,255,255,75,126,255,18,19,12,6,0,255,255,26,189,255,255,255,117,75,75,82,2,7,12,2,0,255,226,255,255,255,255,255,75,255,97,0,19,2,85,9
A,4,4,3,4,4,11,10,11,3,11,10,11,11,4,11,11,3,4,2,3,4,4,255,19,225,255,255,1,4,8,11,4,3,4,5,4,19,15,19,255,255,255,104,0,3,255,255,10,3,3,255,255,19,41,255,255,169,255,104,0,255,255,104,104,3,10,255,19,255,255,255,255,255,255,104,105,255,104,104,11,1,250,19,166,255,255,104,255,213,255,104,0,104,104,8,11,0,251,19,255,255,255,104,198,104,255,255,195,104,104,11,11,1,33,255,255,255,255,255,255,255,104,104,222,104,11,11,11,3,255,119,204,104,255,116,255,255,104,104,104,255,7,11,11,3,11,26,255,255,19,26,255,104,104,255,104,195,4,11,11,4,4,48,255,255,255,255,19,104,104,104,239,3,7,11,9,4,4,19,14,217,255,255,13,104,104,244,255,4,4,4,11,4,4,48,255,19,252,255,104,104,104,236,3,4,11,4,11,4,4,255,255,51,104,240,104,222,104,133,4,11,5,3,8,0,4,33,255,255,255,99,255,104,255,255,10,9,0,2,7,19,4,255,19,255,255,255,255,255,255,10,3,7,4,3,10
C,5,2,1,1,12,255,255,255,255,255,255,255,255,255,255,16,6,9,9,5,8,255,255,255,179,179,179,179,203,255,255,12,9,5,9,104,255,255,255,179,179,255,255,255,255,255,22,17,16,10,22,255,255,255,255,255,255,183,179,223,179,188,25,18,8,10,13,255,179,255,255,207,179,250,22,9,21,9,10,12,6,5,19,255,179,255,179,179,149,9,9,9,8,20,20,22,9,9,185,255,255,209,209,255,1,7,5,9,4,7,22,12,9,255,255,255,255,179,179,255,14,22,9,22,9,13,22,22,4,255,255,255,255,212,188,222,1,7,15,9,9,238,255,234,11,255,110,255,255,179,255,255,14,10,9,9,255,234,179,188,7,255,193,241,179,179,241,255,146,8,10,255,179,179,179,199,9,255,255,255,179,179,255,255,250,22,20,255,255,184,188,2,14,255,255,255,181,179,255,255,182,255,255,179,184,179,11,22,255,20,255,255,255,253,255,255,255,188,201,232,179,2,1,11,246,255,179,179,179,252,255,255,235,255,245,179,255,4,13,9,170,255,255,179,179,255,226,222,255,179,255,255,14,149,1,7
C,0,0,0,0,0,10,0,5,0,0,0,0,6,145,1,10,2,0,1,0,0,0,240,255,255,255,255,255,255,255,1,0,0,0,0,48,50,255,255,255,255,255,255,255,255,255,75,0,0,0,0,0,137,244,165,255,255,255,165,255,255,255,10,1,0,0,0,0,137,255,240,255,255,244,19,89,78,2,0,17,1,2,136,181,255,255,255,165,165,13,2,13,14,10,137,19,8,5,34,63,255,255,255,255,9,14,12,19,255,255,255,16,2,11,255,255,255,255,255,255,19,7,19,255,255,165,255,12,1,5,255,255,255,255,255,255,255,255,255,255,255,224,0,19,2,13,19,137,255,244,255,255,255,255,244,255,255,18,14,9,13,14,255,255,255,86,75,255,255,255,255,131,63,3,19,19,2,137,137,255,165,255,255,255,255,255,255,137,10,0,7,11,5,137,34,255,199,176,255,137,255,137,10,0,8,0,7,13,1,34,255,255,131,165,255,19,137,14,137,19,10,5,5,2,199,255,11,19,19,255,255,137,2,18,19,19,19,1,2,10,255,137,255,93,199,137,255,0,0,1,18,19,14,10,0,9
A,1,1,1,1,1,1,0,0,0,1,1,0,45,1,0,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,1,1,1,4,255,1,1,1,1,1,1,1,1,37,255,255,255,247,255,255,46,1,1,1,19,255,255,118,255,255,255,255,255,46,255,255,70,209,93,255,255,255,255,118,189,255,255,255,255,255,255,255,2,209,255,255,255,255,255,255,255,255,255,46,255,46,255,0,2,153,244,255,255,255,255,255,255,255,73,46,255,255,214,2,2,70,255,202,255,46,46,46,255,255,46,46,46,255,124,1,1,53,255,255,255,255,255,255,255,255,46,46,46,46,2,1,1,1,251,255,255,255,255,255,255,255,255,65,46,2,1,1,1,2,2,58,255,255,255,255,255,255,255,177,37,1,1,1,1,1,41,2,2,1,255,255,255,255,255,6,15,1,2,1,2,2,36,2,2,1,2,2,2,1,40,2,2,2,55,2,2,2,2,1,2,2,2,2,2,2,2,206,2,1,1,1,2,1,0,2,1,2,1,1,1,1,1,2,2,1,96,1,1
